2019-09-19 16:40:59,923 ib_insync.client INFO Connecting to 127.0.0.1:3000 with clientId 0...
2019-09-19 16:40:59,925 ib_insync.client INFO Connected
2019-09-19 16:40:59,933 ib_insync.client INFO Logged on to server version 151
2019-09-19 16:41:00,462 ib_insync.client ERROR Peer closed connection
2019-09-19 16:41:00,463 ib_insync.client ERROR clientId 0 already in use?
2019-09-19 16:41:01,916 ib_insync.client ERROR API connection failed: CancelledError()
2019-09-19 16:41:01,918 ib_insync.client INFO Connecting to 127.0.0.1:3000 with clientId 1...
2019-09-19 16:41:01,919 ib_insync.client INFO Connected
2019-09-19 16:41:01,936 ib_insync.client INFO Logged on to server version 151
2019-09-19 16:41:01,937 ib_insync.client INFO API connection ready
2019-09-19 16:41:01,937 ib_insync.wrapper INFO Warning 2104, reqId -1: Market data farm connection is OK:hfarm
2019-09-19 16:41:01,937 ib_insync.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:hkhmds
2019-09-19 16:41:01,938 ib_insync.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:fundfarm
2019-09-19 16:41:01,938 ib_insync.wrapper INFO Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2019-09-19 16:41:01,938 ib_insync.wrapper INFO Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefil
2019-09-19 16:41:01,944 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373120320, symbol='ACC', lastTradeDateOrContractMonth='20190926', strike=1460.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ACC19SEP1460PE', tradingClass='ACC'), position=-400.0, marketPrice=15.3999996, marketValue=-6160.0, averageCost=18.0798535, unrealizedPNL=1071.94, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,220 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373132960, symbol='TECHM', lastTradeDateOrContractMonth='20190926', strike=680.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='TECHM19SEP680PE', tradingClass='TECHM'), position=-1200.0, marketPrice=2.05879595, marketValue=-2470.56, averageCost=3.17978135, unrealizedPNL=1345.18, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,221 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373136417, symbol='LICHSGFIN', lastTradeDateOrContractMonth='20190926', strike=370.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='LICHSGFIN19SEP370PE', tradingClass='LICHSGFIN'), position=-1100.0, marketPrice=4.4558687, marketValue=-4901.46, averageCost=2.02954275, unrealizedPNL=-2668.96, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,222 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373136427, symbol='LICHSGFIN', lastTradeDateOrContractMonth='20190926', strike=380.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='LICHSGFIN19SEP380PE', tradingClass='LICHSGFIN'), position=-1100.0, marketPrice=8.09835435, marketValue=-8908.19, averageCost=3.6777112, unrealizedPNL=-4862.71, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,222 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373136897, symbol='MCDOWELL-', lastTradeDateOrContractMonth='20190926', strike=580.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MCDOWELL-N19SEP580PE', tradingClass='MCDOWELL-N'), position=-1250.0, marketPrice=4.457798, marketValue=-5572.25, averageCost=4.2292825, unrealizedPNL=-285.64, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,222 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373136951, symbol='MCDOWELL-', lastTradeDateOrContractMonth='20190926', strike=650.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MCDOWELL-N19SEP650CE', tradingClass='MCDOWELL-N'), position=-1250.0, marketPrice=0.76154645, marketValue=-951.93, averageCost=0.98289, unrealizedPNL=276.68, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,223 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373137179, symbol='MFSL', lastTradeDateOrContractMonth='20190926', strike=380.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MFSL19SEP380PE', tradingClass='MFSL'), position=-1200.0, marketPrice=1.25228775, marketValue=-1502.75, averageCost=2.73028085, unrealizedPNL=1773.59, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,223 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373137230, symbol='MFSL', lastTradeDateOrContractMonth='20190926', strike=450.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MFSL19SEP450CE', tradingClass='MFSL'), position=-1200.0, marketPrice=0.4472202, marketValue=-536.66, averageCost=0.23305585, unrealizedPNL=-257.0, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,224 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373141344, symbol='ZEEL', lastTradeDateOrContractMonth='20190926', strike=310.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ZEEL19SEP310PE', tradingClass='ZEEL'), position=-1300.0, marketPrice=10.8000002, marketValue=-14040.0, averageCost=2.4318959, unrealizedPNL=-10878.54, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,224 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373141904, symbol='SUNTV', lastTradeDateOrContractMonth='20190926', strike=410.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SUNTV19SEP410PE', tradingClass='SUNTV'), position=-1000.0, marketPrice=7.4409542, marketValue=-7440.95, averageCost=3.0266145, unrealizedPNL=-4414.34, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,225 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373141957, symbol='SUNTV', lastTradeDateOrContractMonth='20190926', strike=480.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SUNTV19SEP480CE', tradingClass='SUNTV'), position=-1000.0, marketPrice=0.45241425, marketValue=-452.41, averageCost=0.6292785, unrealizedPNL=176.86, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,225 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373144392, symbol='DLF', lastTradeDateOrContractMonth='20190926', strike=140.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='DLF19SEP140PE', tradingClass='DLF'), position=-2800.0, marketPrice=0.8765787, marketValue=-2454.42, averageCost=1.14158065, unrealizedPNL=742.01, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,226 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373144403, symbol='DLF', lastTradeDateOrContractMonth='20190926', strike=145.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='DLF19SEP145PE', tradingClass='DLF'), position=-2800.0, marketPrice=1.5173584, marketValue=-4248.6, averageCost=1.29141415, unrealizedPNL=-632.64, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,226 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373146440, symbol='JUBLFOOD', lastTradeDateOrContractMonth='20190926', strike=1160.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='JUBLFOOD19SEP1160PE', tradingClass='JUBLFOOD'), position=-500.0, marketPrice=3.6569257, marketValue=-1828.46, averageCost=5.1042836, unrealizedPNL=723.68, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,226 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373147105, symbol='MARICO', lastTradeDateOrContractMonth='20190926', strike=370.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MARICO19SEP370PE', tradingClass='MARICO'), position=-2600.0, marketPrice=1.287915, marketValue=-3348.58, averageCost=2.2398102, unrealizedPNL=2474.93, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,227 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373148337, symbol='SIEMENS', lastTradeDateOrContractMonth='20190926', strike=1100.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SIEMENS19SEP1100PE', tradingClass='SIEMENS'), position=-550.0, marketPrice=0.3835038, marketValue=-210.93, averageCost=0.3132478, unrealizedPNL=-38.64, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,227 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373148405, symbol='SIEMENS', lastTradeDateOrContractMonth='20190926', strike=1280.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SIEMENS19SEP1280CE', tradingClass='SIEMENS'), position=-550.0, marketPrice=7.15751265, marketValue=-3936.63, averageCost=10.7017038, unrealizedPNL=1949.31, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,228 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373148415, symbol='SIEMENS', lastTradeDateOrContractMonth='20190926', strike=1300.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='SIEMENS19SEP1300CE', tradingClass='SIEMENS'), position=-550.0, marketPrice=3.74409055, marketValue=-2059.25, averageCost=10.35209235, unrealizedPNL=3634.4, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,228 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373149234, symbol='TVSMOTOR', lastTradeDateOrContractMonth='20190926', strike=340.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='TVSMOTOR19SEP340PE', tradingClass='TVSMOTOR'), position=-1100.0, marketPrice=1.45025395, marketValue=-1595.28, averageCost=1.3802642, unrealizedPNL=-76.99, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,229 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373149930, symbol='AMARAJABA', lastTradeDateOrContractMonth='20190926', strike=580.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='AMARAJABAT19SEP580PE', tradingClass='AMARAJABAT'), position=-700.0, marketPrice=1.37540255, marketValue=-962.78, averageCost=0.22115115, unrealizedPNL=-807.98, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,229 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373149937, symbol='AMARAJABA', lastTradeDateOrContractMonth='20190926', strike=590.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='AMARAJABAT19SEP590PE', tradingClass='AMARAJABAT'), position=-700.0, marketPrice=2.261034, marketValue=-1582.72, averageCost=2.36876455, unrealizedPNL=75.41, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,230 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373149997, symbol='AMARAJABA', lastTradeDateOrContractMonth='20190926', strike=670.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='AMARAJABAT19SEP670CE', tradingClass='AMARAJABAT'), position=-700.0, marketPrice=1.53976155, marketValue=-1077.83, averageCost=6.31438015, unrealizedPNL=3342.23, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,230 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373150251, symbol='HEROMOTOC', lastTradeDateOrContractMonth='20190926', strike=2350.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='HEROMOTOCO19SEP2350PE', tradingClass='HEROMOTOCO'), position=-200.0, marketPrice=8.57568075, marketValue=-1715.14, averageCost=9.489344, unrealizedPNL=182.73, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,231 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373152793, symbol='ADANIPORT', lastTradeDateOrContractMonth='20190926', strike=350.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ADANIPORTS19SEP350PE', tradingClass='ADANIPORTS'), position=-2500.0, marketPrice=1.94633125, marketValue=-4865.83, averageCost=2.489225, unrealizedPNL=1357.23, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,231 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373155018, symbol='MOTHERSUM', lastTradeDateOrContractMonth='20190926', strike=87.5, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MOTHERSUMI19SEP87.5PE', tradingClass='MOTHERSUMI'), position=-3300.0, marketPrice=0.14368705, marketValue=-474.17, averageCost=0.2436619, unrealizedPNL=329.92, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,232 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373155025, symbol='MOTHERSUM', lastTradeDateOrContractMonth='20190926', strike=90.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MOTHERSUMI19SEP90PE', tradingClass='MOTHERSUMI'), position=-3300.0, marketPrice=0.27364045, marketValue=-903.01, averageCost=0.3934954, unrealizedPNL=395.52, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,233 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373155079, symbol='MOTHERSUM', lastTradeDateOrContractMonth='20190926', strike=107.5, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MOTHERSUMI19SEP107.5CE', tradingClass='MOTHERSUMI'), position=-3300.0, marketPrice=1.7616495, marketValue=-5813.44, averageCost=1.8918304, unrealizedPNL=429.6, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,234 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373156010, symbol='RAYMOND', lastTradeDateOrContractMonth='20190926', strike=520.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='RAYMOND19SEP520PE', tradingClass='RAYMOND'), position=-800.0, marketPrice=2.4569907, marketValue=-1965.59, averageCost=3.870671, unrealizedPNL=1130.94, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,235 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373156055, symbol='RAYMOND', lastTradeDateOrContractMonth='20190926', strike=640.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='RAYMOND19SEP640CE', tradingClass='RAYMOND'), position=-800.0, marketPrice=0.9190454, marketValue=-735.24, averageCost=0.874001, unrealizedPNL=-36.04, realizedPNL=-0.0, account='U9329809')
2019-09-19 16:56:17,235 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373156272, symbol='RECLTD', lastTradeDateOrContractMonth='20190926', strike=125.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='RECLTD19SEP125PE', tradingClass='RECLTD'), position=-6000.0, marketPrice=2.3071172, marketValue=-13842.7, averageCost=0.54605615, unrealizedPNL=-10566.37, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,236 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373156968, symbol='BHARTIART', lastTradeDateOrContractMonth='20190926', strike=310.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BHARTIARTL19SEP310PE', tradingClass='BHARTIARTL'), position=-1851.0, marketPrice=0.6120773, marketValue=-1132.96, averageCost=2.28664205, unrealizedPNL=3099.62, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,236 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373158011, symbol='IGL', lastTradeDateOrContractMonth='20190926', strike=320.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='IGL19SEP320PE', tradingClass='IGL'), position=-2750.0, marketPrice=4.84708165, marketValue=-13329.47, averageCost=2.39006325, unrealizedPNL=-6756.8, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,237 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373158060, symbol='IGL', lastTradeDateOrContractMonth='20190926', strike=355.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='IGL19SEP355CE', tradingClass='IGL'), position=-2750.0, marketPrice=0.1188038, marketValue=-326.71, averageCost=0.2424498, unrealizedPNL=340.03, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,237 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373158256, symbol='MANAPPURA', lastTradeDateOrContractMonth='20190926', strike=110.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MANAPPURAM19SEP110PE', tradingClass='MANAPPURAM'), position=-6000.0, marketPrice=0.1756479, marketValue=-1053.89, averageCost=0.24638915, unrealizedPNL=424.45, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,238 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373158287, symbol='MANAPPURA', lastTradeDateOrContractMonth='20190926', strike=130.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MANAPPURAM19SEP130CE', tradingClass='MANAPPURAM'), position=-12000.0, marketPrice=0.7328241, marketValue=-8793.89, averageCost=1.8196409, unrealizedPNL=13041.8, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,238 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373160257, symbol='EICHERMOT', lastTradeDateOrContractMonth='20190926', strike=14750.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='EICHERMOT19SEP14750PE', tradingClass='EICHERMOT'), position=-25.0, marketPrice=102.8842926, marketValue=-2572.11, averageCost=59.483012, unrealizedPNL=-1085.03, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,239 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373160267, symbol='EICHERMOT', lastTradeDateOrContractMonth='20190926', strike=15000.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='EICHERMOT19SEP15000PE', tradingClass='EICHERMOT'), position=-25.0, marketPrice=146.96029665, marketValue=-3674.01, averageCost=67.12452, unrealizedPNL=-1995.89, realizedPNL=-0.0, account='U9329809')
2019-09-19 16:56:17,239 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373160866, symbol='AMBUJACEM', lastTradeDateOrContractMonth='20190926', strike=185.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='AMBUJACEM19SEP185PE', tradingClass='AMBUJACEM'), position=-2500.0, marketPrice=1.3752128, marketValue=-3438.03, averageCost=0.8410565, unrealizedPNL=-1335.39, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,239 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373161410, symbol='ASHOKLEY', lastTradeDateOrContractMonth='20190926', strike=55.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ASHOKLEY19SEP55PE', tradingClass='ASHOKLEY'), position=-6000.0, marketPrice=0.7101049, marketValue=-4260.63, averageCost=0.64594515, unrealizedPNL=-384.96, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,240 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373161416, symbol='ASHOKLEY', lastTradeDateOrContractMonth='20190926', strike=57.5, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='ASHOKLEY19SEP57.5PE', tradingClass='ASHOKLEY'), position=-6000.0, marketPrice=1.4063754, marketValue=-8438.25, averageCost=0.84572315, unrealizedPNL=-3363.91, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,240 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373162074, symbol='CHOLAFIN', lastTradeDateOrContractMonth='20190926', strike=255.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='CHOLAFIN19SEP255PE', tradingClass='CHOLAFIN'), position=-2500.0, marketPrice=2.23449875, marketValue=-5586.25, averageCost=1.8399465, unrealizedPNL=-986.38, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,240 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373162083, symbol='CHOLAFIN', lastTradeDateOrContractMonth='20190926', strike=260.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='CHOLAFIN19SEP260PE', tradingClass='CHOLAFIN'), position=-2500.0, marketPrice=4.24546575, marketValue=-10613.66, averageCost=2.089669, unrealizedPNL=-5389.49, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,241 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373162134, symbol='CHOLAFIN', lastTradeDateOrContractMonth='20190926', strike=295.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='CHOLAFIN19SEP295CE', tradingClass='CHOLAFIN'), position=-2500.0, marketPrice=0.5669403, marketValue=-1417.35, averageCost=0.391556, unrealizedPNL=-438.46, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,241 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373162296, symbol='AXISBANK', lastTradeDateOrContractMonth='20190926', strike=610.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='AXISBANK19SEP610PE', tradingClass='AXISBANK'), position=-1200.0, marketPrice=2.2103522, marketValue=-2652.42, averageCost=2.78022535, unrealizedPNL=683.85, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,242 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373163523, symbol='GRASIM', lastTradeDateOrContractMonth='20190926', strike=680.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='GRASIM19SEP680PE', tradingClass='GRASIM'), position=-750.0, marketPrice=5.61352445, marketValue=-4210.14, averageCost=4.96778335, unrealizedPNL=-484.31, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,243 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373164952, symbol='TORNTPOWE', lastTradeDateOrContractMonth='20190926', strike=265.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='TORNTPOWER19SEP265PE', tradingClass='TORNTPOWER'), position=-3000.0, marketPrice=0.6815937, marketValue=-2044.78, averageCost=1.19200135, unrealizedPNL=1531.22, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,243 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373166489, symbol='BEL', lastTradeDateOrContractMonth='20190926', strike=105.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BEL19SEP105PE', tradingClass='BEL'), position=-6000.0, marketPrice=2.7390542, marketValue=-16434.33, averageCost=1.94450215, unrealizedPNL=-4767.31, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,244 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373166688, symbol='IBULHSGFI', lastTradeDateOrContractMonth='20190926', strike=380.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='IBULHSGFIN19SEP380PE', tradingClass='IBULHSGFIN'), position=-800.0, marketPrice=23.79999925, marketValue=-19040.0, averageCost=13.1104035, unrealizedPNL=-8551.68, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,244 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373167149, symbol='RELINFRA', lastTradeDateOrContractMonth='20190926', strike=62.5, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='RELINFRA19SEP62.5CE', tradingClass='RELINFRA'), position=-4000.0, marketPrice=0.0555155, marketValue=-222.06, averageCost=0.3446115, unrealizedPNL=1156.38, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,244 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373168251, symbol='BERGEPAIN', lastTradeDateOrContractMonth='20190926', strike=350.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BERGEPAINT19SEP350PE', tradingClass='BERGEPAINT'), position=-2200.0, marketPrice=1.13636885, marketValue=-2500.01, averageCost=0.2406316, unrealizedPNL=-1970.62, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,245 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373168294, symbol='BERGEPAIN', lastTradeDateOrContractMonth='20190926', strike=380.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='BERGEPAINT19SEP380CE', tradingClass='BERGEPAINT'), position=-2200.0, marketPrice=1.0600494, marketValue=-2332.11, averageCost=3.1374126, unrealizedPNL=4570.2, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,246 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373168403, symbol='HDFCBANK', lastTradeDateOrContractMonth='20190926', strike=1080.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='HDFCBANK19SEP1080PE', tradingClass='HDFCBANK'), position=-500.0, marketPrice=6.11243965, marketValue=-3056.22, averageCost=5.3290338, unrealizedPNL=-391.7, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,247 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373168409, symbol='HDFCBANK', lastTradeDateOrContractMonth='20190926', strike=1090.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='HDFCBANK19SEP1090PE', tradingClass='HDFCBANK'), position=-500.0, marketPrice=10.1220217, marketValue=-5061.01, averageCost=5.6287008, unrealizedPNL=-2246.66, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,247 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373168811, symbol='HINDPETRO', lastTradeDateOrContractMonth='20190926', strike=220.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='HINDPETRO19SEP220PE', tradingClass='HINDPETRO'), position=-2100.0, marketPrice=0.3745674, marketValue=-786.59, averageCost=0.9394217, unrealizedPNL=1186.19, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,248 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373169046, symbol='JINDALSTE', lastTradeDateOrContractMonth='20190926', strike=120.0, right='C', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='JINDALSTEL19SEP120CE', tradingClass='JINDALSTEL'), position=-3200.0, marketPrice=0.1817192, marketValue=-581.5, averageCost=0.8428065, unrealizedPNL=2115.48, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,253 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373169617, symbol='MARUTI', lastTradeDateOrContractMonth='20190926', strike=5400.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MARUTI19SEP5400PE', tradingClass='MARUTI'), position=-75.0, marketPrice=6.9089961, marketValue=-518.17, averageCost=19.81102265, unrealizedPNL=967.65, realizedPNL=0.0, account='U9329809')
2019-09-19 16:56:17,253 ib_insync.wrapper INFO updatePortfolio: PortfolioItem(contract=Option(conId=373169970, symbol='MUTHOOTFI', lastTradeDateOrContractMonth='20190926', strike=560.0, right='P', multiplier='1', primaryExchange='NSE', currency='INR', localSymbol='MUTHOOTFIN19SEP560PE', tradingClass='MUTHOOTFIN'), position=-1500.0, marketPrice=2.62504675, marketValue=-3937.57, averageCost=4.0321712, unrealizedPNL=2110.69, realizedPNL=0.0, account='U9329809')
